xml_path,image_path,gt_text,pred_text,gt_bbox,pred_bbox,iou,det_conf,text_conf,bbox_match,text_exact,e2e_exact,cer
data_prepared/indian_lp\9cd75347-8952-40b1-97c5-d628f1b59590___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Maruti-Swift-Number-Plates-Design.xml,data_prepared/indian_lp\9cd75347-8952-40b1-97c5-d628f1b59590___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Maruti-Swift-Number-Plates-Design.jpg,KL10AV6342,KL10AV6342,"[329, 219, 856, 410]","[272, 192, 907, 440]",0.639173,0.848274,0.975584,1,1,1,0.0
data_prepared/indian_lp\9ea92991-8fdf-4b46-aea1-bf08ecff247c___new_1107433d1373284570-my-modded-skoda-rapid-now-166-bhp-351-nm-119-whp-per-tonne-hdr_00005_normal.jpg.xml,data_prepared/indian_lp\9ea92991-8fdf-4b46-aea1-bf08ecff247c___new_1107433d1373284570-my-modded-skoda-rapid-now-166-bhp-351-nm-119-whp-per-tonne-hdr_00005_normal.jpg.jpeg,TN07BU5427,TN07BU5427,"[65, 230, 245, 275]","[41, 220, 267, 284]",0.560011,0.867436,0.964077,1,1,1,0.0
data_prepared/indian_lp\9f7c7dce-f9c9-4c95-a053-8f16e6e99466___new_new-maruti-alto-k10-2_625x300_41414071192.jpg.xml,data_prepared/indian_lp\9f7c7dce-f9c9-4c95-a053-8f16e6e99466___new_new-maruti-alto-k10-2_625x300_41414071192.jpg.jpeg,HR26CT6702,HR26CT6702,"[143, 164, 315, 203]","[123, 157, 333, 211]",0.591534,0.879839,0.965906,1,1,1,0.0
data_prepared/indian_lp\AN1.xml,data_prepared/indian_lp\AN1.jpg,AN01P9687,,"[94, 364, 185, 385]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AN1.xml,data_prepared/indian_lp\AN1.jpg,,AN01P9687,,"[86, 356, 193, 394]",0.0,0.834209,0.959294,0,0,0,
data_prepared/indian_lp\AN10.xml,data_prepared/indian_lp\AN10.jpg,AN01K9412,,"[109, 168, 165, 181]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AN10.xml,data_prepared/indian_lp\AN10.jpg,,AN01K9412,,"[104, 161, 170, 185]",0.0,0.817361,0.954807,0,0,0,
data_prepared/indian_lp\AN2.xml,data_prepared/indian_lp\AN2.jpg,AN01D4163,AN01D4163,"[121, 224, 179, 237]","[116, 219, 183, 241]",0.511533,0.82957,0.958635,1,1,1,0.0
data_prepared/indian_lp\AN4.xml,data_prepared/indian_lp\AN4.jpg,AN01M4M,,"[82, 229, 141, 245]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AN4.xml,data_prepared/indian_lp\AN4.jpg,,AN01M4M,,"[76, 224, 149, 250]",0.0,0.785279,0.889837,0,0,0,
data_prepared/indian_lp\AN5.xml,data_prepared/indian_lp\AN5.jpg,AN01L6155,,"[150, 244, 205, 256]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AN5.xml,data_prepared/indian_lp\AN5.jpg,,AN01L6155,,"[145, 239, 210, 260]",0.0,0.82092,0.953418,0,0,0,
data_prepared/indian_lp\AN6.xml,data_prepared/indian_lp\AN6.jpg,AN01H1689,AN01H1689,"[121, 229, 184, 246]","[114, 224, 190, 251]",0.52193,0.81813,0.970831,1,1,1,0.0
data_prepared/indian_lp\AN7.xml,data_prepared/indian_lp\AN7.jpg,AN01H0908,AN01H0908,"[89, 366, 192, 391]","[78, 360, 201, 398]",0.55092,0.783769,0.952859,1,1,1,0.0
data_prepared/indian_lp\AP1.xml,data_prepared/indian_lp\AP1.jpg,AP05BY7799,AP05BY7799,"[101, 145, 179, 162]","[92, 140, 188, 166]",0.53125,0.848721,0.957409,1,1,1,0.0
data_prepared/indian_lp\AP10.xml,data_prepared/indian_lp\AP10.jpg,AP39E1493,AP39E1493,"[111, 267, 188, 284]","[105, 262, 195, 290]",0.519444,0.831919,0.96426,1,1,1,0.0
data_prepared/indian_lp\AP12.xml,data_prepared/indian_lp\AP12.jpg,AP310U7562,AP310U7562,"[77, 226, 132, 248]","[73, 221, 138, 252]",0.600496,0.784481,0.964453,1,1,1,0.0
data_prepared/indian_lp\AP13.xml,data_prepared/indian_lp\AP13.jpg,AP39JJ5441,AP39JJ5441,"[96, 191, 169, 210]","[90, 184, 178, 215]",0.508431,0.802391,0.953447,1,1,1,0.0
data_prepared/indian_lp\AP14.xml,data_prepared/indian_lp\AP14.jpg,AP10AS3445,AP10AS3445,"[103, 176, 191, 206]","[94, 167, 201, 215]",0.514019,0.812735,0.972855,1,1,1,0.0
data_prepared/indian_lp\AP15.xml,data_prepared/indian_lp\AP15.jpg,AP28AT5333,AP28AT5333,"[93, 240, 203, 260]","[81, 235, 216, 266]",0.525687,0.838121,0.942633,1,1,1,0.0
data_prepared/indian_lp\AP16.xml,data_prepared/indian_lp\AP16.jpg,AP39GR3492,AP39GR3492,"[104, 127, 154, 138]","[98, 124, 159, 140]",0.563525,0.829466,0.95137,1,1,1,0.0
data_prepared/indian_lp\AP17.xml,data_prepared/indian_lp\AP17.jpg,AP31TP2282,,"[106, 340, 180, 355]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP17.xml,data_prepared/indian_lp\AP17.jpg,,AP31TP2282,,"[98, 333, 187, 361]",0.0,0.792244,0.960192,0,0,0,
data_prepared/indian_lp\AP18.xml,data_prepared/indian_lp\AP18.jpg,AP16BS4500,AP16BS4500,"[105, 114, 163, 129]","[99, 111, 168, 133]",0.573123,0.844634,0.964696,1,1,1,0.0
data_prepared/indian_lp\AP19.xml,data_prepared/indian_lp\AP19.jpg,AP04M7627,,"[98, 341, 158, 357]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP2.xml,data_prepared/indian_lp\AP2.jpg,AP07AN3915,AP07AN3915,"[95, 48, 141, 59]","[90, 46, 149, 62]",0.536017,0.821992,0.959078,1,1,1,0.0
data_prepared/indian_lp\AP20.xml,data_prepared/indian_lp\AP20.jpg,AP04AS8753,,"[100, 261, 165, 275]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP20.xml,data_prepared/indian_lp\AP20.jpg,,AP04AS8753,,"[91, 254, 173, 282]",0.0,0.80587,0.979841,0,0,0,
data_prepared/indian_lp\AP21.xml,data_prepared/indian_lp\AP21.jpg,AP31AT5064,AP31AT5064,"[120, 99, 229, 129]","[118, 95, 240, 133]",0.705349,0.86762,0.957123,1,1,1,0.0
data_prepared/indian_lp\AP22.xml,data_prepared/indian_lp\AP22.jpg,AP16CH9545,AP16CH9545,"[74, 229, 172, 248]","[66, 222, 184, 253]",0.509021,0.732155,0.971686,1,1,1,0.0
data_prepared/indian_lp\AP23.xml,data_prepared/indian_lp\AP23.jpg,AP39DL3537,AP39DL3537,"[78, 223, 136, 234]","[72, 219, 140, 236]",0.551903,0.772692,0.928124,1,1,1,0.0
data_prepared/indian_lp\AP24.xml,data_prepared/indian_lp\AP24.jpg,AP07AD5555,,"[90, 265, 183, 285]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP24.xml,data_prepared/indian_lp\AP24.jpg,,AP07AD5555,,"[79, 257, 192, 291]",0.0,0.827887,0.95385,0,0,0,
data_prepared/indian_lp\AP25.xml,data_prepared/indian_lp\AP25.jpg,AP26AM1260,AP26AM1260,"[90, 250, 173, 267]","[82, 245, 180, 272]",0.533258,0.822164,0.966749,1,1,1,0.0
data_prepared/indian_lp\AP26.xml,data_prepared/indian_lp\AP26.jpg,AP31BR9501,AP31BR9501,"[96, 45, 179, 63]","[86, 43, 188, 69]",0.563348,0.841905,0.957215,1,1,1,0.0
data_prepared/indian_lp\AP27.xml,data_prepared/indian_lp\AP27.jpg,AP31EF1155,AP31EF1155,"[98, 197, 174, 216]","[90, 193, 183, 221]",0.554531,0.839863,0.951414,1,1,1,0.0
data_prepared/indian_lp\AP29.xml,data_prepared/indian_lp\AP29.jpg,AP31DF2833,AP01DT2888,"[105, 1, 183, 16]","[96, 0, 192, 20]",0.609375,0.864551,0.913898,1,0,0,0.4
data_prepared/indian_lp\AP3.xml,data_prepared/indian_lp\AP3.jpg,AP2D4014,AP2D4014,"[175, 273, 249, 320]","[165, 266, 259, 325]",0.627119,0.818418,0.938342,1,1,1,0.0
data_prepared/indian_lp\AP30.xml,data_prepared/indian_lp\AP30.jpg,AP31DT9378,,"[90, 276, 173, 292]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP30.xml,data_prepared/indian_lp\AP30.jpg,,AP31DT9378,,"[83, 268, 180, 299]",0.0,0.79671,0.958533,0,0,0,
data_prepared/indian_lp\AP33.xml,data_prepared/indian_lp\AP33.jpg,AP31DA0020,,"[98, 231, 182, 251]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP33.xml,data_prepared/indian_lp\AP33.jpg,,AP31DA0020,,"[88, 225, 191, 259]",0.0,0.805826,0.968586,0,0,0,
data_prepared/indian_lp\AP34.xml,data_prepared/indian_lp\AP34.jpg,AP37EJ2277,AP37EJ2277,"[98, 7, 183, 22]","[89, 3, 193, 24]",0.583791,0.841442,0.966066,1,1,1,0.0
data_prepared/indian_lp\AP39.xml,data_prepared/indian_lp\AP39.jpg,AP05DY3395,,"[94, 157, 167, 172]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP39.xml,data_prepared/indian_lp\AP39.jpg,,AP05DY3395,,"[86, 151, 177, 176]",0.0,0.849843,0.96117,0,0,0,
data_prepared/indian_lp\AP4.xml,data_prepared/indian_lp\AP4.jpg,AP39HZ0087,,"[111, 138, 171, 150]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP4.xml,data_prepared/indian_lp\AP4.jpg,,AP39HZ0087,,"[104, 133, 178, 154]",0.0,0.833663,0.953919,0,0,0,
data_prepared/indian_lp\AP40.xml,data_prepared/indian_lp\AP40.jpg,AP04BA4464,AP04BA4464,"[76, 233, 169, 253]","[64, 227, 177, 258]",0.530973,0.80984,0.938599,1,1,1,0.0
data_prepared/indian_lp\AP41.xml,data_prepared/indian_lp\AP41.jpg,AP5CG6320,AP5CG6320,"[79, 265, 190, 290]","[67, 257, 202, 296]",0.527066,0.840877,0.958264,1,1,1,0.0
data_prepared/indian_lp\AP42.xml,data_prepared/indian_lp\AP42.jpg,AP31TV6847,AP31TV6847,"[115, 94, 184, 110]","[108, 90, 190, 113]",0.585366,0.823352,0.896407,1,1,1,0.0
data_prepared/indian_lp\AP43.xml,data_prepared/indian_lp\AP43.jpg,AP31BG7827,AP31BG7827,"[110, 322, 198, 344]","[101, 317, 205, 348]",0.600496,0.79818,0.970589,1,1,1,0.0
data_prepared/indian_lp\AP44.xml,data_prepared/indian_lp\AP44.jpg,AP318L4935,AP318L4935,"[95, 251, 159, 270]","[89, 248, 166, 273]",0.631688,0.8165,0.94684,1,1,1,0.0
data_prepared/indian_lp\AP45.xml,data_prepared/indian_lp\AP45.jpg,AP31BL2833,AP31BL2833,"[98, 231, 182, 263]","[88, 230, 191, 269]",0.669156,0.826966,0.92043,1,1,1,0.0
data_prepared/indian_lp\AP46.xml,data_prepared/indian_lp\AP46.jpg,AP31CS2511,AP31CS2511,"[74, 262, 180, 287]","[61, 256, 192, 292]",0.561917,0.81708,0.952664,1,1,1,0.0
data_prepared/indian_lp\AP5.xml,data_prepared/indian_lp\AP5.jpg,AP39TP0211,AP39TP0211,"[93, 163, 155, 179]","[87, 160, 162, 182]",0.601212,0.825903,0.960748,1,1,1,0.0
data_prepared/indian_lp\AP6.xml,data_prepared/indian_lp\AP6.jpg,AP31TV7236,AP31TV7236,"[98, 221, 176, 239]","[98, 218, 182, 242]",0.696429,0.815072,0.964726,1,1,1,0.0
data_prepared/indian_lp\AP7.xml,data_prepared/indian_lp\AP7.jpg,AP31BL8656,AP31BL8656,"[79, 223, 158, 240]","[72, 218, 167, 246]",0.504887,0.815173,0.962068,1,1,1,0.0
data_prepared/indian_lp\AP8.xml,data_prepared/indian_lp\AP8.jpg,AP16DP7065,,"[100, 220, 172, 237]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AP8.xml,data_prepared/indian_lp\AP8.jpg,,AP16DP7065,,"[91, 215, 180, 243]",0.0,0.827089,0.963987,0,0,0,
data_prepared/indian_lp\AR1.xml,data_prepared/indian_lp\AR1.jpg,AR048395,AR048395,"[99, 110, 156, 122]","[94, 108, 160, 123]",0.690909,0.842099,0.956929,1,1,1,0.0
data_prepared/indian_lp\AR10.xml,data_prepared/indian_lp\AR10.jpg,AR152019,AR152019,"[34, 171, 88, 188]","[28, 166, 94, 193]",0.515152,0.815292,0.926892,1,1,1,0.0
data_prepared/indian_lp\AR11.xml,data_prepared/indian_lp\AR11.jpg,AR01J0123,,"[26, 415, 217, 447]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AR11.xml,data_prepared/indian_lp\AR11.jpg,,AR01J0123,,"[8, 403, 236, 458]",0.0,0.820708,0.961198,0,0,0,
data_prepared/indian_lp\AR12.xml,data_prepared/indian_lp\AR12.jpg,AR118724,AR118724,"[110, 136, 176, 151]","[103, 132, 182, 155]",0.544854,0.836346,0.970637,1,1,1,0.0
data_prepared/indian_lp\AR13.xml,data_prepared/indian_lp\AR13.jpg,AR200692,AR200692,"[93, 35, 180, 56]","[82, 30, 190, 62]",0.528646,0.871789,0.957694,1,1,1,0.0
data_prepared/indian_lp\AR2.xml,data_prepared/indian_lp\AR2.jpg,AR01F2523,AR01F2523,"[114, 162, 175, 176]","[107, 157, 180, 180]",0.508636,0.842982,0.94362,1,1,1,0.0
data_prepared/indian_lp\AR3.xml,data_prepared/indian_lp\AR3.jpg,AR169723,AR169723,"[54, 234, 97, 261]","[49, 229, 100, 266]",0.615262,0.779374,0.976743,1,1,1,0.0
data_prepared/indian_lp\AR4.xml,data_prepared/indian_lp\AR4.jpg,AR01C5723,AR01C5723,"[95, 270, 191, 290]","[86, 265, 199, 293]",0.606827,0.832625,0.958976,1,1,1,0.0
data_prepared/indian_lp\AR6.xml,data_prepared/indian_lp\AR6.jpg,AR168272,AR168272,"[129, 161, 198, 183]","[121, 155, 204, 187]",0.571536,0.824182,0.959129,1,1,1,0.0
data_prepared/indian_lp\AR7.xml,data_prepared/indian_lp\AR7.jpg,AR02A7116,AR02A7116,"[86, 57, 163, 75]","[78, 54, 171, 78]",0.620968,0.855844,0.962145,1,1,1,0.0
data_prepared/indian_lp\AR8.xml,data_prepared/indian_lp\AR8.jpg,AR08983,,"[32, 299, 73, 316]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AR9.xml,data_prepared/indian_lp\AR9.jpg,AR01E1034,AR01E1034,"[99, 267, 188, 286]","[90, 264, 196, 289]",0.638113,0.791572,0.958757,1,1,1,0.0
data_prepared/indian_lp\AS1.xml,data_prepared/indian_lp\AS1.jpg,AS23H2866,AS23H2866,"[143, 251, 216, 271]","[136, 247, 224, 274]",0.614478,0.80172,0.910956,1,1,1,0.0
data_prepared/indian_lp\AS10.xml,data_prepared/indian_lp\AS10.jpg,AS01DG6002,AS01DG6002,"[99, 358, 177, 379]","[91, 351, 184, 384]",0.533724,0.795102,0.949182,1,1,1,0.0
data_prepared/indian_lp\AS11.xml,data_prepared/indian_lp\AS11.jpg,AS01DS7523,AS01DQ7523,"[80, 94, 120, 104]","[76, 91, 125, 107]",0.510204,0.823692,0.886144,1,0,0,0.1
data_prepared/indian_lp\AS13.xml,data_prepared/indian_lp\AS13.jpg,AS25S6858,AS25S6858,"[120, 111, 170, 122]","[114, 109, 175, 125]",0.563525,0.841003,0.952945,1,1,1,0.0
data_prepared/indian_lp\AS14.xml,data_prepared/indian_lp\AS14.jpg,AS018P2415,AS018P2415,"[42, 159, 91, 170]","[36, 156, 96, 173]",0.528431,0.799447,0.957733,1,1,1,0.0
data_prepared/indian_lp\AS15.xml,data_prepared/indian_lp\AS15.jpg,AS01BF9673,AS01BF9673,"[86, 274, 177, 293]","[76, 270, 187, 297]",0.57691,0.797641,0.955063,1,1,1,0.0
data_prepared/indian_lp\AS16.xml,data_prepared/indian_lp\AS16.jpg,AS01AL3746,AS01AL3746,"[80, 240, 172, 261]","[71, 234, 181, 266]",0.548864,0.836879,0.961546,1,1,1,0.0
data_prepared/indian_lp\AS17.xml,data_prepared/indian_lp\AS17.jpg,AS01AR1986,,"[89, 250, 182, 268]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AS17.xml,data_prepared/indian_lp\AS17.jpg,,AS01AR1986,,"[77, 241, 193, 275]",0.0,0.839481,0.91119,0,0,0,
data_prepared/indian_lp\AS18.xml,data_prepared/indian_lp\AS18.jpg,AS04P4549,AS04P4549,"[95, 219, 148, 233]","[94, 213, 154, 237]",0.515278,0.798237,0.951058,1,1,1,0.0
data_prepared/indian_lp\AS19.xml,data_prepared/indian_lp\AS19.jpg,AS06U1295,AS06U1295,"[84, 247, 168, 269]","[75, 243, 177, 271]",0.647059,0.8293,0.96671,1,1,1,0.0
data_prepared/indian_lp\AS2.xml,data_prepared/indian_lp\AS2.jpg,AS07AC6653,AS07AC6653,"[99, 249, 189, 268]","[91, 244, 196, 272]",0.581633,0.837994,0.965454,1,1,1,0.0
data_prepared/indian_lp\AS20.xml,data_prepared/indian_lp\AS20.jpg,AS01AT8119,AS01AT8119,"[51, 124, 114, 152]","[43, 120, 120, 154]",0.673797,0.831844,0.957388,1,1,1,0.0
data_prepared/indian_lp\AS21.xml,data_prepared/indian_lp\AS21.jpg,AS23X5585,,"[112, 190, 181, 206]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AS21.xml,data_prepared/indian_lp\AS21.jpg,,AS23X5585,,"[104, 184, 191, 211]",0.0,0.821896,0.940468,0,0,0,
data_prepared/indian_lp\AS22.xml,data_prepared/indian_lp\AS22.jpg,AS01AN8668,AS01AN8668,"[101, 280, 166, 298]","[95, 275, 172, 303]",0.542672,0.814436,0.935093,1,1,1,0.0
data_prepared/indian_lp\AS23.xml,data_prepared/indian_lp\AS23.jpg,AS19D9919,AS19D9919,"[81, 76, 179, 102]","[71, 73, 190, 105]",0.669118,0.873962,0.939708,1,1,1,0.0
data_prepared/indian_lp\AS24.xml,data_prepared/indian_lp\AS24.jpg,AS23G2612,,"[90, 343, 183, 366]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\AS24.xml,data_prepared/indian_lp\AS24.jpg,,AS23G2612,,"[78, 333, 191, 375]",0.0,0.810126,0.962221,0,0,0,
data_prepared/indian_lp\AS25.xml,data_prepared/indian_lp\AS25.jpg,AS01BS4362,AS01BS4362,"[96, 144, 166, 162]","[89, 141, 172, 164]",0.660031,0.844643,0.953071,1,1,1,0.0
data_prepared/indian_lp\AS26.xml,data_prepared/indian_lp\AS26.jpg,AS06Z0841,AS06Z0841,"[106, 135, 168, 149]","[99, 131, 174, 153]",0.526061,0.847915,0.961246,1,1,1,0.0
data_prepared/indian_lp\AS3.xml,data_prepared/indian_lp\AS3.jpg,AS23E0596,AS23E0596,"[71, 139, 122, 165]","[65, 136, 129, 171]",0.591964,0.850004,0.959041,1,1,1,0.0
data_prepared/indian_lp\AS5.xml,data_prepared/indian_lp\AS5.jpg,AS23H0770,AS23H0770,"[94, 316, 189, 346]","[83, 309, 199, 348]",0.629973,0.819549,0.969202,1,1,1,0.0
data_prepared/indian_lp\AS6.xml,data_prepared/indian_lp\AS6.jpg,AS12S6951,AS12S6951,"[17, 154, 68, 176]","[11, 152, 74, 178]",0.684982,0.827538,0.962001,1,1,1,0.0
data_prepared/indian_lp\AS7.xml,data_prepared/indian_lp\AS7.jpg,AS06Q4437,AS06Q4437,"[61, 217, 128, 245]","[53, 211, 135, 250]",0.586617,0.822311,0.961422,1,1,1,0.0
data_prepared/indian_lp\AS8.xml,data_prepared/indian_lp\AS8.jpg,AS01AM1419,AS01AM1419,"[97, 242, 164, 258]","[89, 239, 170, 262]",0.575416,0.82128,0.958565,1,1,1,0.0
data_prepared/indian_lp\AS9.xml,data_prepared/indian_lp\AS9.jpg,AS04X2780,AS04X2780,"[100, 135, 172, 151]","[91, 131, 181, 155]",0.533333,0.841118,0.963076,1,1,1,0.0
data_prepared/indian_lp\BR10.xml,data_prepared/indian_lp\BR10.jpg,BR32PA6558,BR32PA6558,"[112, 235, 192, 255]","[101, 229, 203, 260]",0.506009,0.787586,0.937635,1,1,1,0.0
data_prepared/indian_lp\BR11.xml,data_prepared/indian_lp\BR11.jpg,BR02AF7424,BR02AF7424,"[77, 211, 141, 225]","[71, 205, 147, 228]",0.512586,0.793603,0.971193,1,1,1,0.0
data_prepared/indian_lp\BR12.xml,data_prepared/indian_lp\BR12.jpg,BR03PA3803,BR03PA3803,"[106, 130, 154, 141]","[100, 127, 158, 143]",0.568966,0.833796,0.848739,1,1,1,0.0
data_prepared/indian_lp\BR13.xml,data_prepared/indian_lp\BR13.jpg,BR01PL7594,BR01PL7594,"[97, 196, 166, 213]","[89, 191, 172, 217]",0.543559,0.824776,0.96439,1,1,1,0.0
data_prepared/indian_lp\BR14.xml,data_prepared/indian_lp\BR14.jpg,BR01BL6628,BR01BL6628,"[21, 185, 68, 223]","[15, 180, 74, 227]",0.644068,0.790434,0.962629,1,1,1,0.0
data_prepared/indian_lp\BR15.xml,data_prepared/indian_lp\BR15.jpg,BR01BR5435,BR01BR5435,"[77, 123, 145, 165]","[71, 119, 148, 172]",0.699828,0.824499,0.971575,1,1,1,0.0
data_prepared/indian_lp\BR16.xml,data_prepared/indian_lp\BR16.jpg,BR33M0001,BR33M0001,"[43, 255, 112, 285]","[34, 249, 122, 291]",0.560065,0.822479,0.935952,1,1,1,0.0
data_prepared/indian_lp\BR17.xml,data_prepared/indian_lp\BR17.jpg,BF06P00006,BR06P00006,"[90, 233, 154, 250]","[84, 229, 160, 254]",0.572632,0.825448,0.867222,1,0,0,0.1
data_prepared/indian_lp\BR18.xml,data_prepared/indian_lp\BR18.jpg,BR01BD5042,BR01BD5042,"[91, 338, 198, 360]","[80, 331, 208, 367]",0.510851,0.819633,0.964213,1,1,1,0.0
data_prepared/indian_lp\BR3.xml,data_prepared/indian_lp\BR3.jpg,BR01AZ6290,DR01AZ6290,"[112, 213, 178, 228]","[100, 210, 187, 231]",0.541872,0.765957,0.697026,1,0,0,0.1
data_prepared/indian_lp\BR4.xml,data_prepared/indian_lp\BR4.jpg,BR06U2470,BR06U2470,"[37, 322, 134, 351]","[27, 314, 144, 357]",0.559133,0.801575,0.962725,1,1,1,0.0
data_prepared/indian_lp\BR5.xml,data_prepared/indian_lp\BR5.jpg,BR01BE0777,BR01BE0777,"[100, 297, 169, 311]","[94, 293, 176, 316]",0.512195,0.824283,0.950662,1,1,1,0.0
data_prepared/indian_lp\BR6.xml,data_prepared/indian_lp\BR6.jpg,BR7P3952,,"[122, 244, 207, 265]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\BR6.xml,data_prepared/indian_lp\BR6.jpg,,BR7PP952,,"[112, 237, 216, 273]",0.0,0.754185,0.84447,0,0,0,
data_prepared/indian_lp\BR7.xml,data_prepared/indian_lp\BR7.jpg,BR44E1206,,"[99, 301, 181, 316]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\BR7.xml,data_prepared/indian_lp\BR7.jpg,,BR44E1206,,"[87, 297, 191, 322]",0.0,0.828134,0.953033,0,0,0,
data_prepared/indian_lp\BR8.xml,data_prepared/indian_lp\BR8.jpg,BR01DG6692,,"[99, 132, 161, 145]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\BR8.xml,data_prepared/indian_lp\BR8.jpg,,BR01DG6692,,"[91, 127, 168, 149]",0.0,0.829357,0.975456,0,0,0,
data_prepared/indian_lp\BR9.xml,data_prepared/indian_lp\BR9.jpg,BR01AW1250,BR01AW1250,"[168, 219, 218, 240]","[161, 218, 225, 243]",0.65625,0.808707,0.958475,1,1,1,0.0
data_prepared/indian_lp\CG1.xml,data_prepared/indian_lp\CG1.jpg,CG04HD6930,CG04HD6930,"[102, 262, 192, 283]","[91, 257, 201, 289]",0.536932,0.831237,0.937964,1,1,1,0.0
data_prepared/indian_lp\CG10.xml,data_prepared/indian_lp\CG10.jpg,CG22H7740,,"[74, 372, 178, 395]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\CG10.xml,data_prepared/indian_lp\CG10.jpg,,CG22H7740,,"[63, 360, 189, 406]",0.0,0.796252,0.925219,0,0,0,
data_prepared/indian_lp\CG11.xml,data_prepared/indian_lp\CG11.jpg,CG04HA4553,,"[133, 173, 189, 184]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\CG11.xml,data_prepared/indian_lp\CG11.jpg,,CG04HA4550,,"[128, 168, 194, 189]",0.0,0.764314,0.882806,0,0,0,
data_prepared/indian_lp\CG12.xml,data_prepared/indian_lp\CG12.jpg,CG12AG1130,CG12AG1130,"[84, 260, 180, 281]","[75, 254, 191, 286]",0.543103,0.827343,0.956486,1,1,1,0.0
data_prepared/indian_lp\CG13.xml,data_prepared/indian_lp\CG13.jpg,CG16B1802,CG16B1802,"[92, 245, 177, 267]","[85, 239, 184, 271]",0.590278,0.826578,0.933309,1,1,1,0.0
data_prepared/indian_lp\CG14.xml,data_prepared/indian_lp\CG14.jpg,CG09JA2359,CG09JA2359,"[91, 136, 138, 145]","[86, 133, 141, 147]",0.549351,0.716058,0.959953,1,1,1,0.0
data_prepared/indian_lp\CG15.xml,data_prepared/indian_lp\CG15.jpg,CG07BR3255,CG07BR3255,"[109, 130, 166, 142]","[107, 127, 172, 145]",0.584615,0.82433,0.965633,1,1,1,0.0
data_prepared/indian_lp\CG16.xml,data_prepared/indian_lp\CG16.jpg,CG07R2684,CG07R2684,"[90, 128, 137, 139]","[83, 125, 143, 142]",0.506863,0.799846,0.948763,1,1,1,0.0
data_prepared/indian_lp\CG17.xml,data_prepared/indian_lp\CG17.jpg,CG07MA2529,,"[103, 122, 155, 135]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\CG17.xml,data_prepared/indian_lp\CG17.jpg,,CG07MA2529,,"[97, 118, 160, 140]",0.0,0.819593,0.945684,0,0,0,
data_prepared/indian_lp\CG18.xml,data_prepared/indian_lp\CG18.jpg,CG07CA7784,CG07CA7784,"[111, 247, 212, 288]","[101, 247, 223, 291]",0.771423,0.825164,0.955045,1,1,1,0.0
data_prepared/indian_lp\CG19.xml,data_prepared/indian_lp\CG19.jpg,CG07MA7848,CG07MA7848,"[106, 205, 170, 220]","[105, 202, 173, 223]",0.672269,0.813833,0.966642,1,1,1,0.0
data_prepared/indian_lp\CG20.xml,data_prepared/indian_lp\CG20.jpg,CG251612,CG251612,"[73, 126, 136, 140]","[68, 122, 143, 144]",0.534545,0.81868,0.939806,1,1,1,0.0
data_prepared/indian_lp\CG21.xml,data_prepared/indian_lp\CG21.jpg,CG04FJ5834,,"[106, 156, 165, 169]",,0.0,0.0,0.0,0,0,0,1.0
data_prepared/indian_lp\CG21.xml,data_prepared/indian_lp\CG21.jpg,,CG04FJ5834,,"[98, 151, 172, 172]",0.0,0.815328,0.963159,0,0,0,
data_prepared/indian_lp\CG22.xml,data_prepared/indian_lp\CG22.jpg,CG13AE4060,CG13AE4060,"[94, 237, 173, 255]","[85, 233, 182, 260]",0.542955,0.850024,0.959235,1,1,1,0.0
data_prepared/indian_lp\CG4.xml,data_prepared/indian_lp\CG4.jpg,CG04HV7009,CG04HV7009,"[104, 140, 175, 153]","[97, 137, 181, 153]",0.686756,0.847962,0.953826,1,1,1,0.0
